gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Recency,Frequency,Monetary,Segment,churn_prob,Risk,Value,Action
Female,1,Yes,No,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,70.45,70.45,1,1,1,70.45,2,0.3282496483377795,Medium Risk,Low Value,General engagement
Female,1,Yes,Yes,72,1,1,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),88.05,6425.65,0,72,8,6425.65,1,0.05715114731792999,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,8,1,1,DSL,1,0,0,1,0,1,Month-to-month,No,Electronic check,71.15,563.65,1,8,5,563.65,3,0.18144582316217406,Low Risk,Low Value,General engagement
Female,0,Yes,No,61,1,1,Fiber optic,0,1,0,0,1,1,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,61,5,5971.25,1,0.14947124267161724,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,No,64,1,1,Fiber optic,1,1,0,0,0,0,One year,Yes,Credit card (automatic),84.3,5289.05,0,64,4,5289.05,1,0.32762251480688076,Medium Risk,High Value,Engage: Notifications + feature updates
Male,1,Yes,No,71,1,1,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),23.95,1756.2,0,71,2,1756.2,0,0.06785758221725911,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,65,1,1,Fiber optic,1,1,0,1,1,0,Two year,Yes,Credit card (automatic),99.05,6416.7,0,65,6,6416.7,1,0.11551912680165216,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,No,3,1,0,No,0,0,0,0,0,0,One year,No,Mailed check,19.6,61.35,0,3,1,61.35,2,0.15749690128140728,Low Risk,Low Value,General engagement
Male,0,No,No,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,45.65,45.65,1,1,1,45.65,2,0.21067545488362036,Medium Risk,Low Value,General engagement
Male,0,No,Yes,30,1,0,DSL,0,1,1,0,1,0,One year,No,Credit card (automatic),64.5,1929.95,0,30,4,1929.95,3,0.1796492954061379,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,15,1,0,DSL,0,1,1,1,0,1,Month-to-month,Yes,Mailed check,69.5,1071.4,0,15,5,1071.4,3,0.1939875738542459,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,8,1,0,DSL,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,68.55,564.35,0,8,4,564.35,3,0.16844064101410502,Low Risk,Low Value,General engagement
Male,0,No,No,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,No,Mailed check,95.0,655.5,1,7,4,655.5,3,0.324738201050707,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,70,1,1,Fiber optic,1,1,1,0,1,1,One year,Yes,Credit card (automatic),108.15,7930.55,0,70,7,7930.55,1,0.4100677011500832,High Risk,High Value,Priority: Give discounts + personal offers
Male,0,Yes,Yes,62,1,0,DSL,1,1,1,1,1,1,Two year,No,Electronic check,86.1,5215.25,0,62,7,5215.25,1,0.058661578822922264,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,Yes,6,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.7,113.5,0,6,1,113.5,2,0.12522422050120177,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,14,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,14,2,1152.8,2,0.2877428915514667,Medium Risk,Low Value,General engagement
Female,0,No,No,22,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,22,3,1821.95,3,0.3312299718130782,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,22,1,0,No,0,0,0,0,0,0,One year,No,Mailed check,20.15,419.9,0,22,1,419.9,2,0.1099816367450572,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,16,1,0,DSL,1,0,1,0,1,0,Two year,No,Mailed check,64.25,1024.0,0,16,4,1024.0,3,0.03611812112618855,Low Risk,Low Value,General engagement
Male,0,No,No,10,1,1,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),25.7,251.6,0,10,2,251.6,2,0.06117904666973541,Low Risk,Low Value,General engagement
Female,0,No,Yes,13,1,0,DSL,1,1,0,0,0,0,Month-to-month,Yes,Electronic check,56.0,764.55,0,13,3,764.55,2,0.14391624404320924,Low Risk,Low Value,General engagement
Female,0,Yes,No,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Electronic check,82.4,1592.35,1,20,3,1592.35,3,0.2385676711029318,Medium Risk,Low Value,General engagement
Female,0,No,No,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.7,135.2,0,2,1,135.2,2,0.273349181744,Medium Risk,Low Value,General engagement
Male,0,No,No,53,1,1,DSL,0,1,1,1,0,1,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,53,6,3958.25,1,0.058879285472959626,Low Risk,Medium Value,General engagement
Female,0,Yes,Yes,11,1,0,No,0,0,0,0,0,0,One year,No,Mailed check,20.6,233.9,0,11,1,233.9,2,0.1099816367450572,Low Risk,Low Value,General engagement
Male,0,Yes,No,69,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.9,1363.45,0,69,1,1363.45,0,0.06750572188314208,Low Risk,Low Value,General engagement
Female,0,No,No,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,4,1,273.0,2,0.24775372077670765,Medium Risk,Low Value,General engagement
Male,0,Yes,No,72,1,1,DSL,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,72,8,6254.45,1,0.05705402941238241,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,1,Yes,No,58,0,0,DSL,0,1,1,0,0,1,Month-to-month,Yes,Electronic check,45.3,2651.2,1,58,3,2651.2,0,0.19330386260762267,Low Risk,Medium Value,General engagement
Female,0,Yes,Yes,16,1,0,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,20.4,321.4,0,16,1,321.4,2,0.1175360251424018,Low Risk,Low Value,General engagement
Male,0,Yes,No,43,1,0,Fiber optic,1,0,1,1,0,0,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,43,4,3539.25,3,0.35520410130335905,Medium Risk,Medium Value,General engagement
Female,0,Yes,No,2,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Electronic check,104.4,242.8,1,2,6,242.8,3,0.35092262554862436,Medium Risk,Low Value,General engagement
Male,0,Yes,No,14,1,0,DSL,0,1,1,1,1,1,Two year,No,Mailed check,81.95,1181.75,0,14,6,1181.75,3,0.05515070065298335,Low Risk,Low Value,General engagement
Female,0,Yes,No,53,1,0,Fiber optic,0,0,1,0,1,1,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,53,4,5000.2,1,0.38569538863652253,Medium Risk,High Value,Engage: Notifications + feature updates
Female,0,No,No,32,1,0,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.55,654.55,0,32,1,654.55,2,0.1800848735393142,Low Risk,Low Value,General engagement
Female,0,Yes,No,34,1,1,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,24.7,780.2,0,34,2,780.2,0,0.15340934188803262,Low Risk,Low Value,General engagement
Female,1,No,No,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,74.45,1145.7,1,15,2,1145.7,2,0.3004107885304758,Medium Risk,Low Value,General engagement
Female,1,No,No,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,7,2,503.6,2,0.2798629427513914,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,15,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,15,6,1559.25,3,0.36718978603740154,Medium Risk,Low Value,General engagement
Male,0,Yes,No,61,1,0,No,0,0,0,0,0,0,One year,Yes,Credit card (automatic),20.55,1252.0,0,61,1,1252.0,0,0.15485126744367494,Low Risk,Low Value,General engagement
Female,0,No,No,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,1,1,29.95,2,0.24124733320859457,Medium Risk,Low Value,General engagement
Female,0,No,No,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,45.3,45.3,0,1,1,45.3,2,0.21556564302622042,Medium Risk,Low Value,General engagement
Male,0,No,No,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,8,3,662.65,2,0.3231566475238783,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,33,1,0,DSL,1,0,1,0,1,1,One year,No,Credit card (automatic),74.75,2453.3,0,33,5,2453.3,3,0.23714272941775974,Medium Risk,Medium Value,General engagement
Female,0,No,No,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,Yes,Electronic check,79.25,1111.65,1,13,3,1111.65,2,0.3113667527771684,Medium Risk,Low Value,General engagement
Female,0,Yes,No,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,24.8,24.8,1,1,0,24.8,2,0.23923451424203665,Medium Risk,Low Value,General engagement
Male,0,No,No,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,Yes,Mailed check,51.8,1023.85,0,20,2,1023.85,2,0.1813121814407754,Low Risk,Low Value,General engagement
Male,0,No,No,3,0,0,DSL,0,0,0,1,0,0,Month-to-month,No,Electronic check,30.4,82.15,0,3,1,82.15,2,0.16926398140676363,Low Risk,Low Value,General engagement
Female,0,No,No,13,1,0,No,0,0,0,0,0,0,One year,No,Electronic check,19.65,244.8,0,13,1,244.8,2,0.21001347005714974,Medium Risk,Low Value,General engagement
Female,0,Yes,No,40,1,1,DSL,0,1,0,0,0,0,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,40,3,2379.1,0,0.16782185026416613,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,43,1,1,DSL,1,0,0,1,0,1,One year,Yes,Credit card (automatic),71.9,3173.35,0,43,5,3173.35,3,0.30947135531280096,Medium Risk,Medium Value,General engagement
Male,0,Yes,No,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,Yes,Electronic check,91.0,531.0,1,6,4,531.0,3,0.2920443049894503,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,69,1,0,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.75,1375.4,0,69,1,1375.4,0,0.07588178727856096,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,No,Credit card (automatic),109.7,8129.3,0,72,7,8129.3,1,0.12009065606467959,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,Yes,Yes,59,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.3,1192.7,0,59,1,1192.7,0,0.07287613522488494,Low Risk,Low Value,General engagement
Female,0,Yes,No,20,1,0,Fiber optic,1,1,0,1,1,0,Month-to-month,Yes,Electronic check,96.55,1901.65,0,20,5,1901.65,3,0.3026788229384603,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,24,1,1,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,24,2,587.4,2,0.05714590472930821,Low Risk,Low Value,General engagement
Male,0,No,No,59,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,Yes,Electronic check,111.35,6519.75,0,59,7,6519.75,1,0.38240989732087977,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,Yes,Yes,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,72,7,8041.65,1,0.13384310119783846,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,Yes,1,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.75,20.75,0,1,1,20.75,2,0.17693028945465705,Low Risk,Low Value,General engagement
Female,0,Yes,No,27,1,0,Fiber optic,1,0,0,1,1,1,One year,Yes,Credit card (automatic),101.9,2681.15,0,27,5,2681.15,3,0.4613241754022597,High Risk,Medium Value,General engagement
Female,0,No,No,14,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,14,3,1112.3,2,0.309836203532834,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,71,1,1,Fiber optic,1,0,1,0,1,1,Two year,No,Electronic check,105.55,7405.5,0,71,6,7405.5,1,0.11591621828798965,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,Yes,13,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,13,2,1033.95,2,0.2682100989319231,Medium Risk,Low Value,General engagement
Male,0,No,No,44,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,44,1,2958.95,0,0.24101254374335343,Medium Risk,Medium Value,General engagement
Female,0,No,No,33,1,0,Fiber optic,0,1,0,1,0,0,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,33,3,2684.85,3,0.33176431670287665,Medium Risk,Medium Value,General engagement
Male,0,Yes,Yes,72,0,0,DSL,1,1,1,1,0,1,Two year,Yes,Credit card (automatic),55.45,4179.2,0,72,5,4179.2,1,0.0392114237310999,Low Risk,Medium Value,General engagement
Male,0,No,No,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Electronic check,79.9,79.9,1,1,2,79.9,2,0.3569239401747836,Medium Risk,Low Value,General engagement
Female,0,No,No,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,Yes,Electronic check,106.6,1934.45,1,19,6,1934.45,3,0.28699911381051196,Medium Risk,Low Value,General engagement
Male,0,Yes,No,64,1,0,Fiber optic,0,1,1,1,1,1,One year,Yes,Credit card (automatic),102.45,6654.1,0,64,6,6654.1,1,0.436598015561878,High Risk,High Value,Priority: Give discounts + personal offers
Male,0,No,No,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1,2,1,84.5,2,0.16672664190736375,Low Risk,Low Value,General engagement
Female,0,No,No,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,25.25,25.25,0,1,0,25.25,2,0.22645070634823136,Medium Risk,Low Value,General engagement
Male,0,No,Yes,61,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.75,1124.2,0,61,1,1124.2,0,0.078948698412723,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,29,1,0,No,0,0,0,0,0,0,One year,No,Electronic check,20.0,540.05,0,29,1,540.05,2,0.13964316679809335,Low Risk,Low Value,General engagement
Male,1,Yes,No,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Electronic check,86.8,1975.85,0,23,3,1975.85,3,0.2883514072431822,Medium Risk,Low Value,General engagement
Female,0,Yes,No,57,0,0,DSL,1,1,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,57,5,3437.45,1,0.18932996616511877,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,72,0,0,DSL,1,1,1,1,0,0,Two year,No,Credit card (automatic),45.25,3139.8,0,72,4,3139.8,0,0.050070097708133615,Low Risk,Medium Value,General engagement
Male,0,Yes,No,66,0,0,DSL,1,1,1,1,1,0,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,66,5,3789.2,1,0.05458318874552529,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,65,1,1,DSL,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0,65,7,5324.5,1,0.05931732303770893,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,8,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,8,2,624.6,2,0.2979513314963266,Medium Risk,Low Value,General engagement
Female,0,No,No,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.15,268.35,1,4,1,268.35,2,0.273349181744,Medium Risk,Low Value,General engagement
Female,0,Yes,No,71,1,1,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),24.75,1836.9,0,71,2,1836.9,0,0.060815709436682415,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,1,1,0,No,0,0,0,0,0,0,One year,Yes,Electronic check,20.2,20.2,0,1,1,20.2,2,0.18711215770259662,Low Risk,Low Value,General engagement
Male,0,Yes,No,4,1,0,DSL,0,0,0,1,0,0,Month-to-month,No,Mailed check,50.05,179.35,1,4,2,179.35,2,0.18371938256676967,Low Risk,Low Value,General engagement
Female,0,No,No,12,1,0,No,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),19.35,219.35,0,12,1,219.35,2,0.1800848735393142,Low Risk,Low Value,General engagement
Male,0,No,No,24,0,0,DSL,1,0,0,0,1,1,One year,Yes,Mailed check,50.6,1288.75,0,24,3,1288.75,3,0.24516844383744082,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,31,1,0,DSL,1,0,1,1,1,1,One year,Yes,Mailed check,81.15,2545.75,0,31,6,2545.75,3,0.2521527861512952,Medium Risk,Medium Value,General engagement
Female,0,Yes,No,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,No,Mailed check,55.2,55.2,1,1,2,55.2,2,0.22956929410728333,Medium Risk,Low Value,General engagement
Male,0,No,No,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,0,30,4,2723.15,3,0.3589228756742373,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,47,1,1,DSL,1,1,0,1,1,1,Two year,Yes,Credit card (automatic),85.3,4107.25,0,47,7,4107.25,1,0.05728839805758477,Low Risk,Medium Value,General engagement
Male,0,No,No,54,1,1,Fiber optic,1,1,0,1,1,1,Two year,Yes,Credit card (automatic),108.0,5760.65,0,54,7,5760.65,1,0.15043211645497193,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,No,50,1,0,Fiber optic,1,1,0,1,0,1,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,0,50,5,4747.5,1,0.36136672842983175,Medium Risk,Medium Value,General engagement
Male,0,No,No,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,Yes,Mailed check,84.6,84.6,1,1,3,84.6,2,0.3322863259094553,Medium Risk,Low Value,General engagement
Female,0,No,No,72,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.25,1566.9,0,72,1,1566.9,0,0.07329736359686011,Low Risk,Low Value,General engagement
Female,0,No,No,29,1,1,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,25.15,702.0,0,29,2,702.0,2,0.18877032858043458,Low Risk,Low Value,General engagement
Male,0,No,No,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,Yes,Mailed check,54.4,114.1,1,2,3,114.1,2,0.18449184899146995,Low Risk,Low Value,General engagement
Female,0,No,No,10,0,0,DSL,0,0,0,1,0,0,Two year,Yes,Mailed check,29.6,299.05,0,10,1,299.05,2,0.09379233157950426,Low Risk,Low Value,General engagement
Male,0,Yes,No,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,73.15,1305.95,0,18,2,1305.95,2,0.27364043693132933,Medium Risk,Low Value,General engagement
Female,1,No,No,11,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,95.0,1120.3,1,11,4,1120.3,3,0.3220865561401966,Medium Risk,Low Value,General engagement
Male,0,No,No,16,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.75,284.35,0,16,1,284.35,2,0.06439666861247643,Low Risk,Low Value,General engagement
Female,0,No,No,72,1,1,DSL,0,1,1,1,1,1,Two year,No,Bank transfer (automatic),86.6,6350.5,0,72,7,6350.5,1,0.05954528688929903,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,No,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,No,Bank transfer (automatic),109.2,7878.3,0,72,7,7878.3,1,0.14060238498799563,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,Yes,41,1,0,DSL,1,0,0,1,1,1,One year,Yes,Credit card (automatic),74.7,3187.65,0,41,5,3187.65,3,0.2692211064219386,Medium Risk,Medium Value,General engagement
Female,1,Yes,No,65,1,0,Fiber optic,1,1,1,0,0,1,Month-to-month,No,Electronic check,94.4,6126.15,0,65,5,6126.15,1,0.2645081773561441,Medium Risk,High Value,Engage: Notifications + feature updates
Female,1,No,No,13,1,0,DSL,0,1,1,0,0,0,Month-to-month,Yes,Electronic check,54.8,731.3,0,13,3,731.3,2,0.17609212571979593,Low Risk,Low Value,General engagement
Male,1,No,No,4,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Electronic check,75.35,273.4,0,4,2,273.4,2,0.27378028593870757,Medium Risk,Low Value,General engagement
Male,0,No,No,41,1,1,DSL,0,0,1,0,0,1,One year,No,Mailed check,65.0,2531.8,0,41,4,2531.8,3,0.26093846261362114,Medium Risk,Medium Value,General engagement
Male,1,No,No,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,74.4,1074.3,1,15,2,1074.3,2,0.308532468556154,Medium Risk,Low Value,General engagement
Male,0,No,No,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,48.55,48.55,1,1,2,48.55,2,0.2211008293634122,Medium Risk,Low Value,General engagement
Male,0,No,No,42,1,1,Fiber optic,1,1,1,0,0,1,One year,Yes,Electronic check,99.0,4298.45,0,42,6,4298.45,1,0.399742930237451,Medium Risk,Medium Value,General engagement
Female,0,Yes,No,51,1,0,Fiber optic,1,1,1,0,1,0,One year,Yes,Electronic check,93.5,4619.55,0,51,5,4619.55,1,0.3588896384302144,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,70.4,147.15,1,2,1,147.15,2,0.24163990261851917,Medium Risk,Low Value,General engagement
Male,1,Yes,No,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,No,Electronic check,40.2,40.2,1,1,2,40.2,2,0.2515693793783538,Medium Risk,Low Value,General engagement
Male,0,No,Yes,32,1,1,DSL,0,1,1,1,1,1,One year,No,Credit card (automatic),83.7,2633.3,0,32,7,2633.3,3,0.28000123749608813,Medium Risk,Medium Value,General engagement
Male,0,No,No,10,1,0,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,19.85,193.05,0,10,1,193.05,2,0.15651800483781264,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,67,0,0,DSL,0,1,1,1,1,1,Two year,Yes,Electronic check,59.55,4103.9,0,67,5,4103.9,1,0.07664833196385694,Low Risk,Medium Value,General engagement
Female,0,Yes,Yes,61,1,1,Fiber optic,1,1,1,1,1,1,Two year,No,Credit card (automatic),115.1,7008.15,0,61,8,7008.15,1,0.12569477356290995,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,No,50,1,1,Fiber optic,1,1,1,1,1,1,One year,No,Credit card (automatic),114.35,5791.1,0,50,8,5791.1,1,0.5009714053473582,High Risk,High Value,Priority: Give discounts + personal offers
Female,0,Yes,No,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),44.6,80.55,1,2,1,80.55,2,0.16132397628595957,Low Risk,Low Value,General engagement
Female,1,Yes,No,29,0,0,DSL,1,0,1,0,0,1,Month-to-month,Yes,Electronic check,45.0,1228.65,0,29,3,1228.65,3,0.1510833294098407,Low Risk,Low Value,General engagement
Male,1,No,No,3,0,0,DSL,0,0,1,0,0,1,Month-to-month,Yes,Electronic check,41.15,132.2,1,3,2,132.2,2,0.20028156988880405,Medium Risk,Low Value,General engagement
Male,1,No,No,13,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,106.9,1364.3,1,13,6,1364.3,3,0.3495716270964148,Medium Risk,Low Value,General engagement
Male,1,Yes,No,57,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Electronic check,89.85,4925.35,0,57,4,4925.35,1,0.3043252752740817,Medium Risk,Medium Value,General engagement
Female,0,No,No,31,0,0,DSL,1,1,0,1,0,1,Two year,Yes,Bank transfer (automatic),49.85,1520.1,0,31,4,1520.1,3,0.04887120898106725,Low Risk,Low Value,General engagement
Female,0,Yes,No,45,1,1,Fiber optic,1,1,1,1,1,1,One year,No,Mailed check,113.3,5032.25,0,45,8,5032.25,1,0.5098419100475189,High Risk,High Value,Priority: Give discounts + personal offers
